AADR;0.860000
AASU.L;0.830000
AAXJ;0.860000
ACIM;0.760000
ACTX;0.680000
ACWF;0.880000
ACWI;0.820000
ACWU.L;0.790000
ACWV;0.880000
ACWX;0.670000
ADRA;0.870000
ADRD;1.000000
ADRE;0.840000
ADRU;0.700000
AEJ.L;0.880000
AFK;0.880000
AFTY;0.690000
AGG;0.800000
AGND;0.790000
AGZ;0.730000
AGZD;0.800000
AIA;0.800000
AIRR;0.780000
ALD;0.910000
ALFA;0.790000
ALFI;0.830000
ALTY;0.760000
AMLP;0.790000
AMZA;0.730000
AND;0.830000
ANGL;0.810000
AOA;0.740000
AOK;0.760000
AOM;0.740000
AOR;0.880000
ARGT;0.720000
ARKG;0.990000
ARKK;0.850000
ARKQ;0.710000
ARKW;0.760000
ASEA;0.770000
AUEM.SW;0.790000
AUNZ;0.900000
AUSE;0.710000
AXJL;0.730000
AXJV;0.760000
BAB;0.950000
BABS;0.780000
BBH;0.750000
BBRC;0.900000
BCHP;0.840000
BDAT;0.740000
BFOR;0.730000
BICK;0.870000
BIGD;0.750000
BIK;0.740000
BIL;0.710000
BIV;0.900000
BIZD;0.760000
BJK;0.780000
BKF;0.820000
BKLN;0.770000
BLV;0.890000
BND;0.870000
BNDX;0.780000
BOND;0.890000
BRAQ;0.830000
BRAZ;0.670000
BRF;0.840000
BRXX;0.900000
BSCF;0.880000
BSCG;0.830000
BSCH;0.750000
BSCI;0.860000
BSCJ;0.960000
BSCK;0.810000
BSCL;0.830000
BSCM;0.840000
BSCN;0.810000
BSCO;0.710000
BSCP;0.900000
BSJG;0.710000
BSJH;0.850000
BSJI;0.780000
BSJJ;0.850000
BSJK;0.890000
BSJL;0.880000
BSJM;0.760000
BSJN;0.760000
BSV;0.790000
BUYB.L;0.820000
BWX;0.790000
BWZ;0.760000
BYLD;0.830000
BZF;0.930000
CANE;0.770000
CARZ;0.840000
CBND;0.860000
CBON;0.890000
CCX;0.830000
CCXE;1.000000
CDC;0.760000
CDL;0.900000
CEMB;0.940000
CEW;0.810000
CFA;0.730000
CFO;0.800000
CGW;0.720000
CHIE;0.750000
CHII;0.810000
CHIM;0.670000
CHIQ;0.780000
CHIX;0.810000
CHNA.SW;0.680000
CHNB;0.860000
CI2U.L;0.800000
CIBR;0.840000
CID;0.810000
CIL;0.720000
CIU;0.940000
CIZ;0.800000
CJNK;0.820000
CLY;0.920000
CLYH;0.860000
CMBS;0.710000
CMDT;0.750000
CMF;0.760000
CNCR;0.870000
CNDA;0.980000
CNHX;0.800000
CNPF;0.760000
CNTR;0.790000
CNXT;0.800000
CNYA;0.780000
COLX;0.710000
COPX;0.740000
CORN;0.710000
CORP;0.820000
CP9U.L;0.760000
CPI;0.730000
CQQQ;0.830000
CRAK;0.700000
CRBN;0.720000
CRBQ;0.770000
CRDT;0.830000
CRED;0.860000
CRED.L;0.730000
CROP;0.760000
CSA;0.800000
CSD;0.720000
CSF;0.830000
CSIA.L;0.780000
CSJ;0.880000
CUT;0.920000
CVY;0.870000
CW8U.L;0.750000
CW8U.PA;0.870000
CWB;0.770000
CWI;0.860000
CXA;0.820000
CXSE;0.760000
CYB;0.710000
CZA;0.900000
DAX;0.750000
DBA;0.800000
DBB;0.990000
DBC;0.770000
DBE;0.830000
DBIZ;0.820000
DBO;0.820000
DBP;0.700000
DBS;0.740000
DBU;0.750000
DBV;0.880000
DDBI;0.810000
DEF;0.730000
DEFA;0.770000
DEM;0.740000
DES;0.820000
DEW;0.820000
DEWJ;0.880000
DEZU;0.890000
DFE;0.860000
DFJ;0.760000
DFND;0.830000
DGL;0.760000
DGRE;0.860000
DGRO;0.890000
DGRS;0.740000
DGRW;0.730000
DGS;0.800000
DGT;0.740000
DHS;0.950000
DI;0.840000
DIA;0.820000
DIM;0.830000
DIV;0.810000
DIVI;0.840000
DIVY;0.780000
DJD;0.970000
DLN;0.780000
DLS;0.920000
DNL;0.800000
DOL;0.780000
DON;0.800000
DOO;0.670000
DRW;0.820000
DSI;0.850000
DSUM;0.750000
DTD;1.000000
DTH;0.900000
DTN;0.830000
DVP;0.880000
DVY;0.770000
DVYA;0.630000
DVYE;0.970000
DWAQ;0.880000
DWAS;0.920000
DWAT;0.750000
DWM;0.750000
DWX;0.660000
DXGE;0.780000
DXGE.L;0.740000
DXJ;0.770000
DXJC;0.790000
DXJF;0.890000
DXJH;0.750000
DXJR;0.810000
DXJS;0.940000
DXJT;0.740000
DXPS;0.730000
DXUS;0.850000
EBND;0.860000
ECH;0.930000
ECNS;0.820000
ECON;0.840000
EDBI;0.840000
EDEN;0.790000
EDIV;0.780000
EDOG;0.960000
EDV;0.700000
EEB;0.930000
EEHB;0.820000
EELV;0.850000
EEM;1.000000
EEMA;0.880000
EEMO;0.930000
EEMS;0.860000
EEMV;0.830000
EES;0.770000
EFA;0.810000
EFAV;0.770000
EFFE;0.880000
EFG;0.770000
EFNL;0.760000
EFV;0.910000
EGPT;0.870000
EGUSAS.SW;0.750000
EIDO;0.910000
EIRL;0.880000
EIS;0.750000
ELD;0.840000
EMAG;0.720000
EMB;0.990000
EMBB;0.760000
EMBH;0.720000
EMCB;0.800000
EMCD;0.650000
EMCG;0.870000
EMCR;0.780000
EMDD;0.850000
EMFM;0.690000
EMFT;0.740000
EMGF;0.870000
EMHY;0.690000
EMIF;0.880000
EMLC;0.770000
EMLI.L;0.700000
EMQQ;0.750000
EMRE;0.830000
EMSD;0.780000
EMSD.L;0.780000
EMSO;0.870000
ENFR;0.710000
ENOR;0.800000
ENY;0.820000
ENZL;0.890000
EPHE;0.770000
EPI;0.780000
EPOL;0.820000
EPP;0.790000
EPRO;0.680000
EPS;0.880000
EPU;0.880000
EQAL;0.820000
EQL;0.680000
EQLT;0.750000
EQWL;0.790000
EQWM;0.810000
EQWS;0.850000
ERUS;0.870000
ERW;0.720000
ESGD;0.800000
ESGE;0.860000
ESGU;0.890000
ETHO;0.810000
EUDG;0.750000
EUDV;0.690000
EUFN;0.770000
EUMV;0.880000
EUSA;0.850000
EUSC;0.780000
EVX;0.800000
EWA;0.880000
EWC;0.880000
EWD;0.810000
EWEM;0.760000
EWG;0.740000
EWGS;0.780000
EWH;0.980000
EWI;0.750000
EWJ;0.690000
EWK;0.870000
EWL;0.680000
EWM;0.700000
EWMC;0.780000
EWN;0.910000
EWO;0.770000
EWP;0.770000
EWQ;0.870000
EWRE;0.830000
EWRI;0.750000
EWRM;0.810000
EWRS;0.930000
EWS;0.880000
EWSC;0.920000
EWT;0.870000
EWU;0.760000
EWUS;0.950000
EWW;0.720000
EWX;0.870000
EWY;0.860000
EWZ;0.830000
EWZS;0.940000
EXI;0.780000
EXT;0.740000
EZA;0.890000
EZM;0.750000
EZU;0.780000
EZY;0.850000
FAB;0.700000
FAD;0.830000
FALN;0.770000
FAN;0.920000
FAUS;0.760000
FBND;0.800000
FBT;0.770000
FBZ;0.820000
FCA;0.800000
FCAN;0.870000
FCFI;0.770000
FCG;0.730000
FCOR;0.810000
FCVT;0.830000
FDD;0.820000
FDIS;0.890000
FDIV;0.740000
FDL;0.750000
FDM;0.980000
FDN;0.790000
FDT;0.750000
FEM;0.830000
FEMB;0.880000
FEMS;0.860000
FENY;0.780000
FEP;0.800000
FEU;0.920000
FEUZ;0.840000
FEX;0.830000
FEZ;0.770000
FFR;0.830000
FFTY;0.750000
FGD;0.850000
FGM;0.880000
FHK;0.810000
FHLC;0.780000
FIA;0.820000
FIBR;0.780000
FIDU;0.810000
FILL;0.760000
FIW;0.900000
FJP;0.820000
FKO;0.810000
FKU;0.870000
FLAG;1.000000
FLM;0.860000
FLN;0.870000
FLOT;0.780000
FLRN;0.800000
FLRT;0.860000
FLTB;0.830000
FLTR;0.770000
FM;0.910000
FMAT;0.830000
FMB;0.830000
FMF;0.770000
FMK;0.810000
FNCF;0.860000
FNCL;0.720000
FNDA;0.820000
FNDB;0.790000
FNDC;0.810000
FNDE;0.720000
FNDF;0.900000
FNDX;0.730000
FNI;0.950000
FNK;0.710000
FNX;0.800000
FNY;0.790000
FONE;0.840000
FORX;0.900000
FPA;0.810000
FPE;0.890000
FPX;0.760000
FPXI;0.860000
FRAK;0.760000
FREL;0.800000
FRI;0.780000
FRN;0.840000
FSTA;0.800000
FSZ;0.750000
FTA;0.690000
FTAG;0.760000
FTC;0.720000
FTCS;0.850000
FTEC;0.820000
FTGC;0.820000
FTHI;0.800000
FTLB;0.890000
FTLS;0.740000
FTRI;0.760000
FTSD;0.760000
FTSL;0.960000
FTW;0.840000
FUT;0.760000
FUTY;0.730000
FV;0.750000
FVD;0.800000
FVI;0.780000
FVL;0.670000
FWDB;0.730000
FWDD;0.810000
FWDI;0.850000
FXA;0.750000
FXB;0.880000
FXC;0.780000
FXCH;0.960000
FXD;0.830000
FXE;0.850000
FXF;0.770000
FXG;0.690000
FXH;0.850000
FXI;0.800000
FXL;0.840000
FXN;0.780000
FXO;0.830000
FXS;0.850000
FXSG;0.920000
FXU;0.890000
FXY;0.780000
FXZ;0.700000
FYC;0.730000
FYLD;0.930000
FYT;0.740000
FYX;0.820000
GAA;0.840000
GAF;0.800000
GAL;0.800000
GAMR;0.730000
GARD;0.870000
GBF;0.750000
GCC;0.890000
GDX;0.940000
GDXJ;0.860000
GEM;0.790000
GEUR;0.910000
GEX;0.880000
GGGG;0.880000
GHII;0.830000
GHYG;0.900000
GII;0.810000
GIVE;0.770000
GLTR;0.730000
GMF;0.850000
GML;0.640000
GMM;0.820000
GMMB;0.980000
GMOM;0.760000
GMTB;0.980000
GNAT;0.710000
GNMA;0.770000
GNR;0.750000
GNRX;0.850000
GOVT;1.000000
GQRE;0.850000
GREK;0.790000
GRES;0.820000
GRI;0.780000
GSEU;0.880000
GSG;0.760000
GSIE;0.810000
GSJY;0.870000
GSLC;0.840000
GSY;0.880000
GTAA;0.750000
GTO;0.900000
GULF;0.720000
GUNR;0.810000
GUR;0.750000
GURI;0.770000
GURU;0.890000
GVAL;0.750000
GVI;0.880000
GVT;0.770000
GWL;0.900000
GWX;0.660000
GXC;0.790000
GXF;0.810000
GXG;0.860000
GYEN;0.710000
GYLD;0.850000
HACK;0.780000
HACV;0.780000
HACW;0.890000
HAHA;0.810000
HAKD;0.770000
HAO;0.800000
HAP;0.830000
HAUD;0.870000
HAWX;0.760000
HBRL.SW;0.770000
HCAD.L;0.870000
HCRF;0.770000
HDGE;0.980000
HDV;0.760000
HDWX;0.660000
HECO;0.810000
HEDJ;0.820000
HEDJ.L;0.770000
HEEM;0.740000
HEFA;0.790000
HEFV;0.810000
HEGE;0.930000
HEGJ;0.900000
HEMV;0.800000
HEUS;0.710000
HEUV;0.680000
HEWC;0.840000
HEWG;0.750000
HEWI;1.000000
HEWJ;0.770000
HEWL;0.720000
HEWP;0.840000
HEWU;0.760000
HEWW;0.850000
HEWY;0.670000
HEZU;0.790000
HFEZ;0.970000
HFXE;0.820000
HFXI;0.810000
HFXJ;0.880000
HGI;0.740000
HHDG;0.770000
HHFR;0.790000
HHYX;0.800000
HIDD.L;0.760000
HILO;0.790000
HIPS;0.780000
HJPX;0.910000
HKDU.SW;0.900000
HKOR;0.920000
HMCD.L;0.840000
HMCH.SW;0.870000
HMEF.SW;0.890000
HMUD.L;0.730000
HOLD;0.610000
HREX;0.770000
HSCZ;0.840000
HSPX;0.830000
HTUS;0.790000
HUSE;0.720000
HVPW;0.840000
HYD;0.950000
HYEM;0.860000
HYG;0.810000
HYGH;0.860000
HYLD;0.870000
HYLS;0.840000
HYMB;0.810000
HYND;0.840000
HYS;0.720000
HYXE;0.760000
HYXU;0.870000
HYZD;0.700000
IAGG;0.710000
IAI;0.910000
IAK;0.850000
IAT;0.820000
IAU;0.800000
IBB;0.750000
IBCC;0.860000
IBCD;0.900000
IBCE;0.790000
IBDB;0.770000
IBDC;0.770000
IBDD;0.880000
IBDH;0.850000
IBDJ;0.820000
IBDK;0.860000
IBDL;0.770000
IBDM;0.740000
IBDN;0.870000
IBDO;0.850000
IBDP;0.810000
IBDQ;0.750000
IBDR;0.820000
IBMF;0.720000
IBMG;0.930000
IBMH;0.790000
IBMI;0.820000
IBMJ;0.770000
IBMK;0.810000
IBML;0.830000
IBND;0.850000
ICF;0.680000
ICLN;0.710000
ICN;1.000000
ICOL;0.790000
ICSH;0.780000
ICVT;0.900000
IDEV;0.870000
IDHQ;0.830000
IDLV;0.790000
IDMO;0.810000
IDOG;0.690000
IDU;0.880000
IDV;0.790000
IDX;0.900000
IDXJ;0.900000
IEF;0.800000
IEFA;0.960000
IEI;0.810000
IEMG;0.710000
IEO;0.850000
IEUR;0.790000
IEUS;0.870000
IEV;0.790000
IEZ;0.690000
IFEU;0.890000
IFGL;0.760000
IFLY;0.750000
IGE;0.730000
IGF;0.820000
IGM;0.760000
IGN;0.750000
IGOV;0.810000
IGRO;0.840000
IGV;0.830000
IHDG;0.800000
IHE;0.740000
IHF;0.800000
IHI;0.850000
IHY;0.750000
IJH;0.690000
IJJ;0.760000
IJK;0.750000
IJNK;0.740000
IJR;0.830000
IJS;0.890000
IJT;0.800000
ILB;0.760000
ILF;0.710000
ILTB;0.880000
IMOM;0.820000
IMTB;0.850000
IMTM;0.830000
INCO;0.680000
INDA;0.940000
INDY;0.800000
INKM;0.760000
INTF;0.810000
INXX;0.750000
INY;0.780000
IOIL;0.800000
IOO;0.750000
IPAC;0.760000
IPAY;0.820000
IPD;0.790000
IPE;0.710000
IPF;0.920000
IPFF;0.930000
IPK;0.890000
IPKW;0.710000
IPN;0.740000
IPO;0.760000
IPOS;0.740000
IPS;0.780000
IPU;0.830000
IPW;0.840000
IQDE;0.820000
IQDF;0.790000
IQDY;0.800000
IQLT;0.910000
IRV;0.710000
IRY;0.910000
ISCF;0.780000
ISHG;0.770000
ISRA;0.800000
IST;0.830000
ISTB;0.790000
ISZE;0.920000
ITA;0.900000
ITB;0.830000
ITE;0.900000
ITEQ;0.660000
ITM;0.780000
ITOT;0.810000
ITR;0.800000
IUSB;0.870000
IUSG;0.890000
IUSV;0.940000
IVAL;0.820000
IVE;0.830000
IVLU;0.700000
IVOG;0.810000
IVOO;0.870000
IVOV;0.960000
IVV;0.880000
IVW;0.810000
IWB;0.710000
IWC;0.860000
IWD;0.740000
IWF;0.870000
IWL;0.740000
IWM;0.770000
IWN;0.800000
IWO;0.810000
IWP;0.780000
IWR;0.670000
IWS;0.840000
IWV;0.810000
IWX;0.720000
IWY;0.750000
IXC;0.780000
IXG;0.910000
IXJ;0.840000
IXN;0.900000
IXP;0.870000
IXUS;0.700000
IYC;0.970000
IYE;0.900000
IYF;0.830000
IYG;0.790000
IYH;0.840000
IYJ;0.870000
IYK;0.890000
IYLD;0.830000
IYM;0.790000
IYR;0.920000
IYT;0.830000
IYW;0.920000
IYY;0.720000
IYZ;0.890000
JETS;0.830000
JHDG;0.820000
JHMA;0.870000
JHMC;0.900000
JHME;0.830000
JHMF;0.830000
JHMH;0.820000
JHMI;0.800000
JHML;0.810000
JHMM;0.870000
JHMS;0.770000
JHMT;0.690000
JHMU;0.780000
JKD;0.830000
JKE;0.770000
JKF;0.780000
JKG;0.870000
JKH;0.950000
JKI;0.910000
JKJ;0.930000
JKK;0.870000
JKL;0.770000
JNK;0.830000
JPEM;0.880000
JPEU;1.000000
JPGE;0.780000
JPIN;0.740000
JPMV;0.820000
JPP;0.790000
JPUS;0.760000
JPXN;0.740000
JSC;0.760000
JSMD;0.800000
JSML;0.880000
JXI;0.880000
KBA;0.790000
KBE;0.740000
KBWB;0.930000
KBWC;0.760000
KBWD;0.760000
KBWI;0.820000
KBWP;0.950000
KBWR;0.710000
KBWY;0.830000
KCE;0.850000
KCNY;0.920000
KEMP;0.780000
KFYP;0.790000
KIE;0.790000
KLD;0.840000
KLDW;0.740000
KLEM;0.820000
KOL;0.860000
KRE;0.970000
KROO;0.750000
KSA;0.900000
KWEB;0.780000
KXI;0.730000
LAG;0.720000
LALT;0.830000
LARE;0.720000
LDRI;0.810000
LDUR;0.730000
LEAD;0.850000
LEMB;0.810000
LGLV;0.660000
LIT;0.810000
LKOR;0.940000
LLDM;0.760000
LLEM;0.680000
